"Id"	"Parent"	"Type"	"Summary"	"Planned For"	"Status"	"Story Points (numeric)"	"Blocks"
"375871"	"#371602"	"Story"	"Feature 371602: First order discussion of possible actions"	"Unassigned"	"New"	"3"	""
"375850"	""	"Story"	"99-P52203E RevF Software to Hardware Mapping IP CORE 1 – unlink Title and Table, it breaks the SR generation tool."	"Unassigned"	"New"	"1"	""
"375701"	"#373090"	"Story"	"Define Reliability Metrics identified by the customer"	"EA 14.2"	"Done"	"2"	""
"375566"	"#1007900"	"Problem"	"SIEM services blocked from starting by HIPS"	"EA 15.2"	"Verifying"	""	""
"375565"	""	"Problem"	"MGS Adapter service will not start without manual intervention"	"Unassigned"	"Assessing"	""	""
"375515"	"#381043"	"Feature"	"Define Splunk Version Update Path Forward"	"PI 16"	"Approved"	""	""
"375501"	""	"Problem"	"Vendor found issue:  Radio does not re-enter PSM after a call completes."	"Future"	"Assessing"	""	""
"375419"	"#1002345"	"Problem"	"Signaling Link Unavailable alarm includes specifics in ""Summary"" such that O-Level could not find this specific alarm and perform recovery procedure."	"PI 16"	"Approved"	""	""
"375342"	""	"Problem"	"IETM KMS Compromise Recovery Operating Procedures – Normal Operation Procedure update to prevent issue described in trouble ticket"	"Unassigned"	"Assessing"	""	""
"375321"	""	"Problem"	"TFDU Repair and Replace procedures need steps added to add SNMP Engine ID to fcap server so that alarms work properly"	"Future"	"Approved"	""	""
"375320"	""	"Problem"	"Waveform can deadlock due to the order of unlocking HCDM mutexes."	"Future"	"Assessing"	""	""
"375298"	""	"Problem"	"MultiRAB calls fail after a few minutes because ASNAS is sending the wrong number of Transport channels for TFCI 32."	"Future"	"Assessing"	""	""
"375207"	"#1001062"	"Story"	"Using Solaris 10, Investigate RDE build of RBS BOAM load module to determine if issue still exists"	"EA 15.3"	"New"	"5"	""
"375162"	""	"Problem"	"UE misses SIBs that are updated at the ground."	"Future"	"Assessing"	""	""
"375053"	"#354871"	"Story"	"Feature 354871: MFR 3 - Dev Team supports Initial Cybersecurity Assessment"	"EA 16.1"	"New"	"1"	""
"374909"	"#297335"	"Story"	"Tools Team Support / LOE for RDE- Implement clearmake for Builds in the RDE"	"EA 14.1"	"Done"	"3"	""
"374768"	"#1004171"	"Problem"	"Group issues after RNC cells deactivate/reactivate"	"EA 15.4"	"Approved"	""	""
"373529"	""	"Problem"	"IETM RNC Health Check – Normal Operation Procedure needs information about service outages"	"Future"	"Assessing"	""	""
"373435"	""	"Problem"	"SIEM Security Daily Report on Secret ENclave no longer idenitifiies virus detections"	"Unassigned"	"Assessing"	""	""
"373410"	""	"Problem"	"Windows 2012 Servers are not reporting all faults to FM"	"Unassigned"	"Assessing"	""	""
"373373"	"#375936"	"Story"	"Select 1 CI and investigate build in RTC"	"Unassigned"	"New"	"5"	""
"373372"	"#375936"	"Story"	"Investigate SGSS Usage of RTC and ClearQuest/ ClearCase"	"Unassigned"	"New"	"3"	""
"373366"	""	"Problem"	"Restore ATM — Normal Operation Procedure references SVD"	"Unassigned"	"Assessing"	""	""
"373189"	"#243502"	"Story"	"CM Release Work for June 2019 IA Patching"	"Future"	"New"	"1"	""
"373098"	"#372921"	"Story"	"Support RMF IATT effort for call banks (Cyber) - 15.4"	"EA 15.4"	"New"	"3"	""
"373097"	"#372921"	"Story"	"Support RMF IATT effort for call banks (Cyber) - 15.3"	"EA 15.3"	"New"	"3"	""
"373096"	"#372921"	"Story"	"Support RMF IATT effort for call banks (Cyber) - 15.2"	"EA 15.2"	"Implementing"	"3"	""
"373095"	"#372921"	"Story"	"Support RMF IATT effort for call banks (Cyber) - 15.1"	"EA 15.1"	"Done"	"3"	""
"373090"	"#267568"	"Feature"	"Determine execution plan for TOFF metrics collection and reporting"	"EA 14.4"	"Done"	""	""
"372930"	"#373090"	"Story"	"Placeholder to re-assess how to use Splunk to analyze data for TOFF (SA) - 14.4"	"EA 14.4"	"Done"	"1"	""
"372921"	"#216552"	"Feature"	"Cyber: RMF Accreditation of Call Bank Radio System"	"EA 15.5"	"Implementing"	""	""
"372724"	"#365245"	"Story"	"Create Initial GUI Mockup and Design Documentation for SAR/Terminal Profile Screen Enhancements: UX support"	"PI 22"	"New"	"1"	""
"372722"	"#327793"	"Story"	"Allow Deletion of a Group Key Set from a Terminal Profile (Enabler): UX support"	"Future"	"New"	"2"	""
"372697"	""	"Problem"	"MUOSAT-MHAL: MultiHAL needs robustness for AWARE Cell List updates"	"Future"	"Assessing"	""	""
"372432"	""	"Problem"	"MUOSAT-MHAL: Web -  Cannot Add new Users After Database Updates for UUIDs"	"Future"	"Assessing"	""	""
"372389"	""	"Problem"	"98-P53544T HSS, SVD - add build files to the software manifest for release - required for scratch installation of the HSS."	"Unassigned"	"Assessing"	""	""
"372388"	""	"Problem"	"98-P53543T CSCF, SVD - add build files to the software manifest for release - required for scratch installation of the CSCF."	"Unassigned"	"Assessing"	""	""
"372321"	"#352946"	"Story"	"Windows Server SHB: ACAS Scan and STIG"	"PI 16"	"New"	"3"	""
"372316"	"#352946"	"Story"	"Windows Server SHB: Planning & coordination"	"PI 16"	"New"	"5"	""
"372309"	"#352946"	"Story"	"Windows Server SHB: Identify minimal baseline capabilities"	"PI 16"	"New"	"1"	""
"372303"	"#352946"	"Story"	"Windows Server SHB: Identify minimal baseline capabilities"	"PI 16"	"New"	"1"	""
"372298"	"#352946"	"Story"	"Windows Server SHB: Identify minimal baseline capabilities"	"PI 16"	"New"	"1"	""
"372270"	"#354861"	"Feature"	"OBS: Two Factor Authentication (2FA) Prototype Planning"	"Future"	"Analyzing"	""	""
"371934"	"#375936"	"Story"	"RDE Update build system to minimize baseline creation"	"Unassigned"	"New"	"8"	""
"371881"	"#363873"	"Feature"	"MPC for Problem 371879 found in EAD 12 Deliveries"	"Unassigned"	"Draft"	""	""
"371652"	"#371602"	"Story"	"Feature 371602: Evaluate options for displaying the eRxIM status"	"Unassigned"	"New"	"5"	""
"371651"	"#371602"	"Story"	"Feature 371602: Investigate and quantify possible eRxIM impacts to users"	"Unassigned"	"New"	"8"	""
"371650"	"#371602"	"Story"	"Feature 371602: Capture and document eRxIM algorithm artifacts"	"Unassigned"	"New"	"3"	""
"371602"	"#216718"	"Feature"	"Understand eRxIM response parameters and develop a framework to evaluate the impact of eRxIM on operations"	"Future"	"Approved"	""	""
"371522"	"#367689"	"Story"	"Fix Problem 258308: SR 931715 - INC 000002212519 - FOUO Workstation Internet Explorer connection to Lantronix SLC16 console server Web page fails after certificate presentation"	"PI 16"	"New"	"2"	""
"371519"	"#1013452"	"Story"	"Fix Problem 348853: DD, HQ, HLR, & WHTIS Firewall (WH) are denying snmp (port 161) packets from fcap101-wh-nma to various node (port 161)."	"PI 16"	"New"	"2"	""
"371518"	"#1013452"	"Story"	"Fix Problem 358182: Redlines for Firewall Network SVD(98-P55755M) from EAD-10 Deployment"	"PI 16"	"New"	"1"	""
"371517"	"#1011150"	"Story"	"Fix Problem 333910: Firewall rule does not support packets from the mas-wh/nw port 13006/13005 to the OTAFT Servers port 5080"	"EA 15.5"	"New"	"2"	""
"371515"	"#1013452"	"Story"	"Fix Problem 320596: Northwest (NW) GIS Firewall is denying IP protocol 50 ESP packets from WH NIPRNET HAIPE (whniprnethaipe1) to UE (APN12)."	"PI 16"	"New"	"2"	""
"371479"	"#342163"	"Story"	"Fix Problem 364595: HW/SW Map: HAIPE Mgmt SVD must be added to workstations in NM HW/SW Mapping document"	"EA 15.1"	"Done"	"3"	""
"371467"	"#342163"	"Story"	"Feature 342163: Fix Problem 352634: IETM: TACLANE 1G guide is linked for HAIPE Ds"	"EA 15.1"	"Done"	"1"	""
"371300"	"#369618"	"Story"	"Support of Fiber Optic MUX Trade Study"	"Future"	"New"	"5"	""
"371299"	"#369618"	"Story"	"Support of Fiber Optic MUX Trade Study"	"Future"	"New"	"5"	""
"371155"	"#370923"	"Story"	"UX design"	"Future"	"New"	"3"	""
"371154"	"#370923"	"Story"	"SE support/oversite"	"Future"	"New"	"2"	""
"371123"	""	"Problem"	"Create Procedure to Determine Impacts of PDR Outage/Restart  (EAD 12 Training Findings)"	"Future"	"Assessing"	""	""
"371121"	""	"Problem"	"Create RBS Functional Diagram, Similar to RNC Functional Diagram (EAD 12 Training Findings)"	"Future"	"Assessing"	""	""
"371118"	""	"Problem"	"Restart Ping Probes- Normal Operation Procedure (EAD 12 Training Findings)"	"Unassigned"	"Assessing"	""	""
"371111"	""	"Problem"	"Stop MUOS Application Server — Normal Operation Procedure (EAD 12 Training Findings)"	"Unassigned"	"Assessing"	""	""
"371110"	""	"Problem"	"Start MUOS Application Server — Normal Operation Procedure (EAD 12 Training Findings)"	"Unassigned"	"Assessing"	""	""
"371109"	""	"Problem"	"NMF Personnel Using Links to Old IETM Versions (EAD 12 Training Findings)"	"Future"	"Assessing"	""	""
"371105"	""	"Problem"	"Periodically Clear SQL Error Logs-Normal Operation Procedure (EAD 12 Training Findings)"	"Unassigned"	"Assessing"	""	""
"371031"	"#352732"	"Story"	"KPI Logic & Docs"	"Future"	"New"	"8"	""
"371030"	"#352732"	"Story"	"KPI Dashboards & Docs"	"Future"	"New"	"8"	""
"371005"	"#352732"	"Story"	"Create the Site Functional Test Case"	"Future"	"New"	"1"	"#370992"
"371003"	"#352732"	"Story"	"<Feature 352732> UX Support of KPI development"	"Future"	"New"	"8"	""
"371000"	"#352732"	"Story"	"<Feature 352732> Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 of N"	"Future"	"New"	"5"	"#370992"
"370999"	"#352732"	"Story"	"<Feature 352732>: Initiate CM PDO Processing for all CI's"	"Future"	"New"	"1"	""
"370997"	"#352732"	"Story"	"<Feature 352732> Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of N"	"Future"	"New"	"2"	"#370992"
"370996"	"#352732"	"Story"	"<Feature 352732>: IA Patching and STIGs Part 1 of N"	"Future"	"New"	"5"	"#370993"
"370995"	"#352732"	"Story"	"<Feature 352732>: Deployment Notes and Operator Impact Inputs Part 1 of N"	"Future"	"New"	"2"	"#370992"
"370993"	"#352732"	"Story"	"<Feature 352732> IA Posture Assessment"	"Future"	"New"	"3"	"#370992"
"370992"	"#352732"	"Story"	"Feature Demo – Customer Demo Event - <Feature 352732>"	"Future"	"New"	"1"	"#370999"
"370991"	"#352732"	"Story"	"<Feature 352732>: IA - Define Patch/ Stig Requirements"	"Future"	"New"	"1"	"#370996"
"370938"	"#370923"	"Story"	"Create the Site Functional Test Case"	"Future"	"New"	"2"	"#370925"
"370936"	"#370923"	"Story"	"<Feature 370923> UX Research and Design Support"	"Future"	"New"	"3"	""
"370935"	"#370923"	"Story"	"<Feature 370923> ILS IETM Development and Integration updates part 1 of N"	"Future"	"New"	"1"	""
"370933"	"#370923"	"Story"	"<Feature 370923> Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 of N"	"Future"	"New"	"5"	"#370925"
"370932"	"#370923"	"Story"	"<Feature 370923>: Initiate CM PDO Processing for all CI's"	"Future"	"New"	"1"	""
"370931"	"#370923"	"Story"	"<Feature 370923>:ILS IETM update (Template)"	"Future"	"New"	"3"	"#370925"
"370930"	"#370923"	"Story"	"<Feature 370923> Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of N"	"Future"	"New"	"2"	"#370925"
"370929"	"#370923"	"Story"	"<Feature 370923>: IA Patching and STIGs Part 1 of N"	"Future"	"New"	"5"	"#370926"
"370928"	"#370923"	"Story"	"<Feature 370923>: Deployment Notes and Operator Impact Inputs Part 1 of N"	"Future"	"New"	"2"	"#370925"
"370927"	"#370923"	"Story"	"<Feature 370923> Engineering IETM Development and Integration updates part 1 of N"	"Future"	"New"	"3"	"#370931"
"370926"	"#370923"	"Story"	"<Feature 370923> IA Posture Assessment"	"Future"	"New"	"8"	"#370925"
"370925"	"#370923"	"Story"	"Feature Demo – Customer Demo Event - <Feature 370923>"	"Future"	"New"	"1"	"#370932"
"370924"	"#370923"	"Story"	"<Feature 370923>: IA - Define Patch/ Stig Requirements"	"Future"	"New"	"2"	"#370929"
"370923"	"#217588"	"Feature"	"Provide ADNS HAIPE Routability within IP Teleport Splunk Dashboard"	"Future"	"Draft"	""	""
"370819"	""	"Problem"	"Splunk Intersite Link Status Timestamps sometimes show the date 6/1/17"	"Unassigned"	"Assessing"	""	""
"370658"	""	"Problem"	"Splunk Global System Status: Sometimes difficult to notice service affecting problems on pie charts"	"Unassigned"	"Assessing"	""	""
"370651"	"#384168"	"Problem"	"Missing ETISP 5000 alarms cause incorrect Splunk displays"	"Future"	"Assessing"	""	""
"370309"	""	"Problem"	"INC000004054430 AU- Cells 27, 59, 67, and 75 RED on Splunk"	"Future"	"Assessing"	""	""
"370246"	"#367689"	"Story"	"Feature 367689: Generate MUOS Technical Bulletin"	"PI 16"	"New"	"1"	""
"369758"	"#369754"	"Story"	"Feature 369754: IA -  update the IA section in the design documentation"	"PI 16"	"New"	"2"	""
"369757"	"#369754"	"Story"	"Feature 369754: Design File Transfer"	"PI 16"	"New"	"5"	""
"369756"	"#369754"	"Story"	"Feature 369754: Design File Transfer"	"PI 16"	"New"	"5"	""
"369754"	"#384152"	"Feature"	"OBS - TPM: Design TPM Replacement for File Transfer"	"PI 16"	"Approved"	""	""
"369622"	"#369618"	"Story"	"Support of Fiber Optic MUX Trade Study"	"Future"	"New"	"5"	""
"369621"	"#369618"	"Story"	"Support of Fiber Optic MUX Trade Study"	"Future"	"New"	"5"	""
"369620"	"#369618"	"Story"	"Feature 369618: Support of Fiber Optic MUX Trade Study"	"Future"	"New"	"2"	""
"369619"	"#369618"	"Story"	"Support of Fiber Optic MUX Trade Study"	"Future"	"New"	"2"	""
"369618"	"#241501"	"Feature"	"OBS: Fiber Optic MUX Trade Study"	"Future"	"Analyzing"	""	""
"369546"	"#368169"	"Story"	"Feature 368169 Agile Team Test and complete Kickstart installation procedure (Tester)"	"Unassigned"	"New"	"3"	""
"369542"	"#368169"	"Story"	"Feature 368169 Agile Team Initial research and development of  Kickstart server install"	"Unassigned"	"New"	"5"	""
"369536"	"#243505"	"Feature"	"Lab - TXO Ericsson - Site Support - Release for site TSP Kickstart server"	"Future"	"Draft"	""	""
"369532"	"#358755"	"Story"	"ROM for TT&C"	"Unassigned"	"New"	"5"	""
"369483"	"#367689"	"Story"	"Feature 367689: Update PKI to remove Console Servers"	"PI 16"	"New"	"3"	""
"369482"	"#367689"	"Story"	"Feature 367689: Update GIS/TIS SVDs to remove Web GUI"	"PI 16"	"New"	"5"	""
"369188"	"#365261"	"Story"	"Allow PPA User Accounts to be Deleted (Design): Initial analysis (Systems)"	"EA 16.2"	"New"	"1"	""
"369178"	"#365261"	"Story"	"Allow PPA User Accounts to be Deleted (Design): Initial analysis (SME)"	"EA 16.1"	"New"	"5"	"#369188"
"368953"	"#319663"	"Story"	"Provisioning of EMCON users in analysis engine (Enabler): Systems 2 of 2"	"PI 18"	"New"	"5"	""
"368860"	"#368857"	"Feature"	"Canadian Foreign Military Sales (FMS) Planning Phase 1"	"EA 14.5"	"Done"	""	""
"368850"	""	"Problem"	"Add access to VLab GEO servers from workstations ws213 and ws205"	"Unassigned"	"Closed"	""	""
"368837"	"#319663"	"Story"	"Provisioning of EMCON users in analysis engine (Enabler): SME support"	"PI 18"	"New"	"5"	""
"368836"	"#319663"	"Story"	"Provisioning of EMCON users in analysis engine (Enabler): Systems 1 of 2"	"PI 18"	"New"	"5"	""
"368831"	"#365261"	"Story"	"Allow PPA User Accounts to be Deleted (Design): SME support for Systems Design"	"EA 16.3"	"New"	"5"	""
"368823"	"#365261"	"Story"	"Allow PPA User Accounts to be Deleted (Design): Systems Design"	"EA 16.3"	"New"	"5"	""
"368644"	""	"Problem"	"IETM procedure , Radio Network Controller (RNC) Health Check — Normal Operation Procedure needs claificataion"	"Future"	"Assessing"	""	""
"368603"	"#327793"	"Story"	"Allow Deletion of a Group Key Set from a Terminal Profile (Enabler): SME support"	"Future"	"New"	"5"	""
"368600"	"#327793"	"Story"	"Allow Deletion of a Group Key Set from a Terminal Profile (Enabler): IA support"	"Future"	"New"	"5"	""
"368599"	"#327793"	"Story"	"Allow Deletion of a Group Key Set from a Terminal Profile (Enabler): Systems 2 of 2"	"Future"	"New"	"5"	""
"368597"	"#245573"	"Feature"	"Investigate and provide recommendations to keep partitions from filling up on HSS and CSCF"	"Future"	"Draft"	""	""
"368587"	"#327793"	"Story"	"Allow Deletion of a Group Key Set from a Terminal Profile (Enabler): Systems 1 of 2"	"Future"	"New"	"5"	""
"368573"	"#365245"	"Story"	"SAR/Terminal Profile Screen Enhancements and Deletion of Notification Msgs (Enabler): SME support"	"PI 22"	"New"	"5"	""
"368566"	"#365245"	"Story"	"SAR/Terminal Profile Screen Enhancements and Deletion of Notification Msgs (Enabler): Systems"	"PI 22"	"New"	"5"	""
"368417"	""	"Problem"	"EAD-12 Deployment: Change HSS LDAP Browser install instructions"	"Future"	"Approved"	""	""
"368257"	""	"Problem"	"MPC Test PWI for Template work"	"Unassigned"	"Triage"	""	""
"368245"	""	"Problem"	"Splunk: Extraneous cell IDs reported in fmevents index"	"Unassigned"	"Assessing"	""	""
"368194"	"#368169"	"Story"	"Feature 368169  CM and archive – Hardware asset, SVD and kickstart procedure"	"Unassigned"	"New"	"3"	""
"368193"	"#368169"	"Story"	"Feature 368169  Complete ESAC/Contractual/purchase license approvals for software usage with MUOS program:"	"Unassigned"	"New"	"3"	""
"368192"	"#368169"	"Story"	"Feature 368169 Identify ILS laptop hardware/software configuration needed for kickstart server then  purchase or obtain"	"Unassigned"	"New"	"3"	""
"368190"	"#368169"	"Story"	"Feature 368169 Agile Team Test and complete installation procedure on TXO CSCF in lab (Tester)"	"Unassigned"	"New"	"3"	""
"368189"	"#369536"	"Story"	"Feature 368169 UX IETM Development and Integration updates - Create or modify old procedure to kickstart HSS/CSCF equipment with the new ILS laptop kickstart server."	"Unassigned"	"New"	"3"	""
"368188"	"#369536"	"Story"	"Feature 368169 ILS IETM Development and Integration updates - Create or modify old procedure to kickstart HSS/CSCF equipment with the new ILS laptop kickstart server."	"Unassigned"	"New"	"2"	""
"368187"	"#369536"	"Story"	"Feature 368170 Engineering IETM Development and Integration updates - Create or modify old procedure to kickstart HSS/CSCF equipment with the new ILS laptop kickstart server."	"Unassigned"	"New"	"3"	""
"368184"	"#369536"	"Story"	"Create the Site Functional Test Case"	"Unassigned"	"New"	"2"	"#368171"
"368182"	"#369536"	"Story"	"Feature 368169 UX IETM Development and Integration updates - Create procedure to install software on ILS laptop purchased for this activity"	"Unassigned"	"New"	"3"	""
"368181"	"#369536"	"Story"	"Feature 368169 ILS IETM Development and Integration updates - Create procedure to install software on ILS laptop purchased for this activity."	"Unassigned"	"New"	"5"	""
"368180"	"#368169"	"Story"	"Feature 368169 Agile Team Test and complete Kickstart installation procedure (UX)"	"Unassigned"	"New"	"2"	"#368171"
"368179"	"#369536"	"Story"	"Feature 368169 Agile Team Test and complete installation procedure on TXO CSCF in lab (ILS)"	"Unassigned"	"New"	"3"	"#368171"
"368178"	"#368169"	"Story"	"Feature 368169: Initiate CM PDO Processing for all CI's"	"Unassigned"	"New"	"2"	""
"368177"	"#369536"	"Story"	"Feature 368169:ILS IETM update (Template)"	"Unassigned"	"New"	"3"	"#368171"
"368176"	"#368169"	"Story"	"Feature 368169 Agile Team Test and complete Kickstart server installation procedure (SME/Developer)"	"Unassigned"	"New"	"2"	"#368171"
"368175"	"#368169"	"Story"	"Feature 368169: IA Patching and STIGs"	"Unassigned"	"New"	"5"	"#368172"
